UF,PIB,Pop_est_2009,classe
ESPIRITO SANTO,236065.90625,26743,1
RIO DE JANEIRO,109217.1484375,10775,2
MINAS GERAIS,68338.0546875,5565,2
PIAUÍ,16777.05078125,5174,1
PIAUÍ,64681.55078125,17786,1
RIO GRANDE DO SUL,26768.12109375,3099,1
MATO GROSSO DO SUL,609136.6875,45916,2
RONDÔNIA,6607641.5,382829,2
SÃO PAULO,119303.3828125,14780,1
SÃO PAULO,4035662.5,227343,2
SANTA CATARINA,41796.70703125,2643,2
RIO GRANDE DO SUL,50046.81640625,3960,2
MARANHÃO,35058.98828125,7432,1
PARANÁ,101374.3671875,8849,2
SÃO PAULO,57335.59375,4614,2
SÃO PAULO,122756.9453125,8227,2
PARAÍBA,56635.21484375,7299,1
CEARÁ,1081127.375,41307,3
SÃO PAULO,741862.5625,5550,4
BAHIA,48727.28125,14176,1
MATO GROSSO DO SUL,158079.828125,15693,2
GOIÁS,2040827.875,210064,2
MINAS GERAIS,24270.41015625,5002,1
SÃO PAULO,6795517.5,359429,2
CEARÁ,54309.4296875,13659,1
PARÁ,345153.5625,31192,2
PIAUÍ,20038.15820312,6611,1
SÃO PAULO,188864.96875,15377,2
SÃO PAULO,196485.703125,13608,2
SANTA CATARINA,135608.1875,6269,2
AMAZONAS,25534.7109375,4238,1
SÃO PAULO,349527.03125,22631,2
SERGIPE,82828.265625,8813,1
BAHIA,29641.68164062,10588,1
SÃO PAULO,29424.88671875,2172,2
GOIÁS,207812.5625,24605,1
MINAS GERAIS,106102.0625,11250,1
MINAS GERAIS,15086.69824219,2538,1
PARAÍBA,13855.29980469,3198,1
MINAS GERAIS,44373.015625,7563,1
PARANÁ,33569.58984375,3942,1
BAHIA,78803,15448,1
BAHIA,26192.84960938,7875,1
RIO GRANDE DO SUL,346595.78125,17139,2
GOIÁS,66088.3671875,10732,1
PERNAMBUCO,70406.28125,20052,1
PARANÁ,26631.96679688,2372,2
MINAS GERAIS,48175.328125,9537,1
MARANHÃO,117392.609375,25257,1
RIO GRANDE DO SUL,230666.703125,16345,2
BAHIA,96836.015625,22066,1
CEARÁ,44181.80078125,12644,1
PARANÁ,63763.00390625,4362,2
MARANHÃO,99288.359375,32018,1
BAHIA,42068.08984375,7118,1
RIO GRANDE DO SUL,2227060,81170,3
RIO GRANDE DO NORTE,137463.171875,21321,1
RIO GRANDE DO SUL,27698.70703125,2341,2
PARANÁ,66206.90625,7202,1
RIO GRANDE DO SUL,64322.1953125,5180,2
CEARÁ,27293.93945312,8538,1
GOIÁS,29754.50585938,4086,1
MINAS GERAIS,20142.61914062,5136,1
BAHIA,118813.359375,20333,1
MATO GROSSO DO SUL,55235.49609375,5054,2
BAHIA,3008293.5,116662,3
ESPIRITO SANTO,170407.40625,20471,1
SÃO PAULO,171665.59375,17232,2
PIAUÍ,152934.390625,44913,1
RIO GRANDE DO SUL,16435.03710938,1610,2
ESPIRITO SANTO,93014.5546875,14377,1
PARANÁ,53375.25390625,4574,2
SÃO PAULO,84243.1015625,8950,1
SANTA CATARINA,122880.65625,8405,2
ESPIRITO SANTO,82290.3125,10817,1
BAHIA,45185.3515625,15045,1
ALAGOAS,48915.7578125,17251,1
PARANÁ,91327.15625,9012,2
MINAS GERAIS,65603.265625,5332,2
BAHIA,40023.14453125,14212,1
MATO GROSSO,273845.75,20075,2
SÃO PAULO,158726.65625,11402,2
PERNAMBUCO,257636.234375,55659,1
PERNAMBUCO,266451.5,66978,1
MINAS GERAIS,623284.1875,34591,2
AMAPÁ,323042.5,40357,1
RIO GRANDE DO NORTE,20047.72851562,3658,1
PARANÁ,25106.36328125,2535,2
MINAS GERAIS,123213.34375,21338,1
PARAÍBA,531249,65930,1
BAHIA,64854.29296875,19700,1
SANTA CATARINA,870443.8125,54645,2
SÃO PAULO,1701764,88212,2
MINAS GERAIS,93464.46875,13177,1
MINAS GERAIS,80691.7890625,7864,2
MINAS GERAIS,188565.171875,27571,1
SÃO PAULO,274942.125,29650,1
PARAÍBA,22664.73828125,4314,1
MINAS GERAIS,67271.9453125,16135,1
MARANHÃO,26424.14257812,7895,1
PARÁ,72737.625,30568,1
TOCANTINS,123399.109375,10974,2
RIO GRANDE DO NORTE,14699.06347656,2380,1
ESPIRITO SANTO,181500.703125,17247,2
MINAS GERAIS,149701.171875,21431,1
PARAÍBA,39315.609375,11851,1
BAHIA,46740.99609375,14713,1
PARAÍBA,21466.609375,4778,1
SÃO PAULO,109796.90625,9114,2
PARAÍBA,15733.43261719,3471,1
SÃO PAULO,56340.34375,4517,2
RIO GRANDE DO SUL,56396.12890625,3484,2
PARAÍBA,37739.36328125,10392,1
ALAGOAS,36296.9296875,12463,1
MINAS GERAIS,359393.65625,46624,1
SÃO PAULO,95387.296875,10960,1
PARANÁ,30520.80859375,3984,1
RIO GRANDE DO SUL,3457584.75,268969,2
RIO GRANDE DO NORTE,16797.09375,3185,1
MINAS GERAIS,98287.625,6546,2
SANTA CATARINA,109785.2890625,11724,1
BAHIA,89919.171875,24249,1
PERNAMBUCO,78022.34375,11712,1
PERNAMBUCO,67166.828125,14729,1
TOCANTINS,26158.70898438,3886,1
MINAS GERAIS,56364.48828125,13252,1
RIO DE JANEIRO,1127205.875,109705,2
MATO GROSSO DO SUL,161346.609375,19332,1
GOIÁS,22281.28515625,3059,1
PARANÁ,575714.25,53466,2
SÃO PAULO,195529.34375,18918,2
MINAS GERAIS,45973.15234375,9155,1
BAHIA,29038.30859375,5860,1
PARANÁ,69727.703125,5648,2
MINAS GERAIS,31442.37695312,4385,1
SÃO PAULO,87297.953125,6978,2
AMAZONAS,66035.21875,8543,1
PIAUÍ,10293.36035156,2755,1
SÃO PAULO,81456.890625,7494,2
BAHIA,47002.90625,14306,1
MINAS GERAIS,32241.73046875,6116,1
MINAS GERAIS,15603.35839844,1578,2
SÃO PAULO,101507.171875,12374,1
SÃO PAULO,77990.484375,6897,2
BAHIA,86973.453125,27670,1
PARANÁ,261982.484375,18681,2
PARAÍBA,71812.1953125,19725,1
CEARÁ,48796.953125,16851,1
SÃO PAULO,1258275.5,98715,2
PARAÍBA,24767.19726562,6529,1
SERGIPE,63633.421875,12042,1
RIO GRANDE DO SUL,76730.8984375,8518,1
RIO GRANDE DO SUL,269983.96875,9164,3
ALAGOAS,59886.03515625,18453,1
RIO GRANDE DO SUL,5628742.5,269446,2
AMAZONAS,397942.40625,86472,1
RONDÔNIA,120065.4296875,14452,1
MINAS GERAIS,81778.8359375,7873,2
MINAS GERAIS,17604.30664062,3117,1
SÃO PAULO,67959.9921875,4302,2
PIAUÍ,14211.57714844,5402,1
CEARÁ,142849.078125,46728,1
SÃO PAULO,182430.5625,14537,2
PARANÁ,171502.40625,16243,2
MARANHÃO,70780.0546875,7252,2
PARANÁ,290151.375,21558,2
SÃO PAULO,53846.234375,5996,1
SÃO PAULO,5796770,63729,4
RIO GRANDE DO SUL,1491002.875,79719,2
PARANÁ,137408.859375,5673,3
MINAS GERAIS,33541.890625,5321,1
MATO GROSSO,94468.9921875,12097,1
RIO GRANDE DO SUL,177862.4375,4075,3
RIO GRANDE DO SUL,410240.34375,24786,2
GOIÁS,166570.703125,12831,2
PERNAMBUCO,71829.3203125,15507,1
MINAS GERAIS,54260.28125,5386,2
RIO GRANDE DO NORTE,42372.98046875,8415,1
SÃO PAULO,913807.375,43658,2
MINAS GERAIS,45420.76953125,8463,1
MARANHÃO,37487.35546875,9363,1
SÃO PAULO,91269.3828125,5766,2
BAHIA,73714.15625,23596,1
MINAS GERAIS,21700.81640625,3824,1
SÃO PAULO,3433664.75,225938,2
BAHIA,386145.71875,50809,1
ALAGOAS,108508.890625,11615,1
MINAS GERAIS,33918.8046875,5392,1
MATO GROSSO,249418.96875,22606,2
PIAUÍ,22558.23632812,5465,1
MINAS GERAIS,23857.28515625,3051,1
RIO DE JANEIRO,78174.5703125,9914,1
PIAUÍ,14861.43652344,4455,1
BAHIA,80742.0703125,20134,1
GOIÁS,81505.1171875,11483,1
PARANÁ,86670.2265625,4881,2
MINAS GERAIS,97188.8203125,8800,2
BAHIA,555572.25,89597,1
CEARÁ,55848.71484375,17178,1
SANTA CATARINA,72505.25,9191,1
PARANÁ,45475.09375,3645,2
MINAS GERAIS,129998,18745,1
RIO GRANDE DO SUL,1122898.375,36643,3
BAHIA,56313.98046875,18029,1
SÃO PAULO,28287.68359375,2869,2
MATO GROSSO DO SUL,515595.65625,40259,2
GOIÁS,66246.34375,3821,2
SERGIPE,131290.34375,19538,1
PARAÍBA,92732.09375,22316,1
RIO GRANDE DO SUL,120845.828125,14181,1
MATO GROSSO DO SUL,97025.5625,9643,2
SÃO PAULO,126651.2890625,6680,2
RIO GRANDE DO SUL,322701.8125,22503,2
RIO GRANDE DO SUL,1767158.5,126316,2
RIO GRANDE DO SUL,72882.3671875,5419,2
AMAZONAS,85468.484375,18202,1
PIAUÍ,5770.28222656,2032,1
MINAS GERAIS,1734816,139841,2
MARANHÃO,105130.609375,35472,1
ALAGOAS,364321.25,67797,1
SANTA CATARINA,88796.65625,7650,2
SANTA CATARINA,62736.05078125,5760,2
BAHIA,70210.15625,16208,1
BAHIA,149328.40625,32881,1
PARÁ,419696.09375,40529,2
MINAS GERAIS,53671.14453125,6785,1
PARANÁ,56746.328125,5419,2
MARANHÃO,34996.8828125,8914,1
MINAS GERAIS,29363.0703125,5819,1
MARANHÃO,66122.6875,13257,1
SANTA CATARINA,341365.5,25553,2
PIAUÍ,250481.984375,46068,1
PARÁ,21127.81835938,6347,1
TOCANTINS,40615.37109375,4200,2
BAHIA,84142.8046875,26265,1
ALAGOAS,66745.765625,18087,1
RIO GRANDE DO SUL,145564.03125,9865,2
SÃO PAULO,92067.9375,7250,2
SÃO PAULO,575597.5,44309,2
RIO GRANDE DO SUL,376346.8125,26626,2
AMAPÁ,1104524.875,97220,2
RIO GRANDE DO SUL,461480.8125,19147,3
MATO GROSSO DO SUL,190196.3125,17603,2
PARAÍBA,9518.77734375,1266,1
RIO GRANDE DO SUL,164325.484375,6873,3
MINAS GERAIS,45661.71875,8227,1
SÃO PAULO,114091.1171875,10009,2
MATO GROSSO DO SUL,85222.7421875,5776,2
PARÁ,54654.15625,21874,1
SÃO PAULO,29097.18359375,2317,2
PARANÁ,412503.53125,51008,1
TOCANTINS,13009.80957031,1530,1
MARANHÃO,73257.6875,25557,1
SÃO PAULO,43299.421875,2714,2
PARÁ,55652.5234375,27543,1
MATO GROSSO,852738.875,87261,2
PARANÁ,105978.96875,4742,3
GOIÁS,133968.1875,17086,1
SANTA CATARINA,515054.65625,23015,3
PIAUÍ,15957.76660156,5094,1
GOIÁS,124832.4609375,13364,1
PARAÍBA,36386.1875,7966,1
RIO GRANDE DO SUL,24639.33789062,1893,2
RIO GRANDE DO SUL,81178.4609375,3120,3
PARANÁ,110162.96875,17000,1
MARANHÃO,54039.44921875,17818,1
MINAS GERAIS,101540.734375,11624,1
TOCANTINS,22912.19140625,3808,1
SANTA CATARINA,32892.89453125,3095,2
BAHIA,59737.21875,13252,1
SÃO PAULO,4832375.5,212824,3
PIAUÍ,15200.04785156,4297,1
PARANÁ,1135146.75,56352,2
BAHIA,508954.0625,67803,1
SANTA CATARINA,276782.78125,14392,2
RIO GRANDE DO NORTE,42415.359375,11501,1
MINAS GERAIS,38553.88671875,3787,2
RIO DE JANEIRO,8394797,261403,3
PERNAMBUCO,3826487.25,171583,3
PERNAMBUCO,101487.140625,14279,1
PARAÍBA,21923.02539062,5006,1
PARAÍBA,39061.546875,9450,1
RIO GRANDE DO SUL,72262.53125,7841,1
ACRE,64432.35546875,8855,1
RIO GRANDE DO NORTE,31079.23632812,6084,1
MATO GROSSO,60791.4921875,3205,2
SÃO PAULO,72422.71875,4855,2
BAHIA,112435.390625,16590,1
MINAS GERAIS,43108.296875,11031,1
SANTA CATARINA,111316.9609375,9660,2
ALAGOAS,10264218,936314,2
MARANHÃO,80252.7421875,11972,1
SANTA CATARINA,139041.734375,9661,2
RIO GRANDE DO SUL,307391.84375,20537,2
BAHIA,26240.70507812,7677,1
SÃO PAULO,581425.25,46338,2
SANTA CATARINA,23694.78710938,3104,1
PIAUÍ,11561.82714844,3485,1
PERNAMBUCO,65295.19921875,18186,1
MINAS GERAIS,21259.1953125,6176,1
BAHIA,351413.0625,66192,1
PIAUÍ,12695.50195312,3212,1
BAHIA,56625.83203125,18831,1
SANTA CATARINA,64288.10546875,5260,2
PARÁ,85305.6875,27923,1
MARANHÃO,20460.80078125,5948,1
PARÁ,181708.8125,33782,1
SÃO PAULO,192836.578125,14127,2
SÃO PAULO,2530520.25,77630,3
AMAPÁ,50685.06640625,4652,2
SERGIPE,96153.5625,19588,1
GOIÁS,34342.75,6022,1
RIO GRANDE DO SUL,1305199.625,66059,2
PARANÁ,28115.47070312,2250,2
RIO GRANDE DO SUL,117816.9765625,3528,3
MATO GROSSO,190544.265625,20412,1
RIO GRANDE DO SUL,281323.28125,15435,2
SÃO PAULO,201253.71875,14485,2
RIO GRANDE DO SUL,188440.59375,17073,2
SERGIPE,81554.1328125,16131,1
SANTA CATARINA,20742.1953125,1443,2
SÃO PAULO,644670.3125,26305,3
MINAS GERAIS,135550.21875,14686,1
GOIÁS,73007.75,10156,1
SANTA CATARINA,181099.75,11051,2
MATO GROSSO,507250.8125,6505,4
MINAS GERAIS,78843.171875,11446,1
MATO GROSSO,77340.484375,5060,2
MINAS GERAIS,25742.21875,2621,2
MARANHÃO,28737.41015625,5804,1
MINAS GERAIS,114079.328125,14397,1
SÃO PAULO,100062.3828125,8601,2
GOIÁS,14494.04296875,1434,2
PARÁ,3243369.5,505512,1
BAHIA,61590.81640625,15192,1
BAHIA,96256.828125,30240,1
MINAS GERAIS,42462.0234375,8328,1
MINAS GERAIS,53168.58203125,11501,1
RIO GRANDE DO SUL,22554.49609375,1781,2
SÃO PAULO,626799.8125,30867,2
SANTA CATARINA,55751.59375,4195,2
MARANHÃO,65045.10546875,18414,1
BAHIA,50307.50390625,16168,1
PARANÁ,266858.5,11252,3
SÃO PAULO,56480.6953125,2356,3
PARANÁ,67385.4609375,8808,1
MINAS GERAIS,53384.8203125,9716,1
MINAS GERAIS,41001.44921875,5915,1
PIAUÍ,29965.796875,9846,1
MARANHÃO,87790.4609375,19359,1
SÃO PAULO,40812.21875,2010,2
MINAS GERAIS,168040.40625,4059,3
RIO GRANDE DO SUL,22753.234375,2051,2
PARAÍBA,18278.12695312,4115,1
RIO DE JANEIRO,397847.46875,45016,1
PARANÁ,2424968.75,172728,2
GOIÁS,504516.1875,32356,2
MINAS GERAIS,167493.75,16624,2
RONDÔNIA,113287.5234375,9720,2
PARAÍBA,23744.6328125,4411,1
SÃO PAULO,99085.3359375,4428,3
PARANÁ,16553.70507812,1836,1
MINAS GERAIS,408386.53125,36633,2
PERNAMBUCO,26299.45703125,6774,1
SÃO PAULO,287317.21875,17725,2
SÃO PAULO,230596.78125,15636,2
PARANÁ,103164.28125,11239,1
PARÁ,66196.484375,19900,1
PIAUÍ,11536.6328125,3903,1
MATO GROSSO,42954.46875,3656,2
PARÁ,59371.12109375,14740,1
GOIÁS,364961.09375,9965,3
MARANHÃO,151116.203125,21672,1
RIO GRANDE DO SUL,43079.91796875,1574,3
CEARÁ,37256.609375,8500,1
PARANÁ,34405.11328125,4176,1
PARANÁ,112631.171875,14189,1
PARAÍBA,14446.04199219,3564,1
MINAS GERAIS,909921.375,64800,2
RIO GRANDE DO NORTE,32851.05078125,7559,1
SÃO PAULO,32473828,1299283,3
SANTA CATARINA,4348897.5,174187,3
BAHIA,40550.72265625,10630,1
RIO GRANDE DO SUL,53799.26171875,4443,2
PARAÍBA,18086.5078125,4057,1
PARANÁ,41184.69140625,5813,1
RIO DE JANEIRO,190635.203125,18444,2
PERNAMBUCO,427632.9375,68070,1
RIO GRANDE DO SUL,51088.55859375,2464,2
SÃO PAULO,50332.71484375,837,4
BAHIA,97126.453125,34466,1
RORAIMA,71115.2734375,6250,2
BAHIA,245887.9375,62197,1
MATO GROSSO,270494.75,18637,2
RIO GRANDE DO SUL,44878.171875,2765,2
RIO GRANDE DO SUL,44338.70703125,4173,2
GOIÁS,116923.84375,6596,2
SERGIPE,168902.9375,19998,1
PARÁ,22389.1171875,6280,1
PARANÁ,55568.5390625,5447,2
MINAS GERAIS,20812.60742188,3588,1
PIAUÍ,28146.18164062,10863,1
SÃO PAULO,741693.375,32551,3
SERGIPE,49436.9140625,11269,1
MINAS GERAIS,24435.87109375,4068,1
PARAÍBA,10982.7734375,2886,1
TOCANTINS,31729.90039062,7310,1
RIO GRANDE DO NORTE,45616.96484375,9371,1
PARANÁ,132456.75,5990,2
PARÁ,74992.078125,25538,1
SÃO PAULO,21907.96289062,2596,1
PARAÍBA,8638329,702235,2
MATO GROSSO DO SUL,93563.3828125,9894,1
SÃO PAULO,90292.9296875,9385,1
SÃO PAULO,574455.5,16619,3
GOIÁS,85750.171875,7792,2
MARANHÃO,715426.625,150635,1
BAHIA,137953.75,13268,2
MINAS GERAIS,1108459.75,78605,2
MARANHÃO,51447.19140625,13355,1
BAHIA,43503.5390625,15204,1
PIAUÍ,562296.375,19811,3
PARAÍBA,23961.55664062,5186,1
RIO GRANDE DO NORTE,17092.44921875,3550,1
MARANHÃO,126317.1015625,32453,1
PARAÍBA,27525.33203125,7603,1
SÃO PAULO,485116.6875,43499,2
PERNAMBUCO,21623.85351562,4561,1
ACRE,153169.609375,13460,2
MINAS GERAIS,3415340,110419,3
MINAS GERAIS,24601.56054688,4066,1
SÃO PAULO,95156.8203125,6346,2
RIO GRANDE DO NORTE,35337,8703,1
MINAS GERAIS,25582.24414062,5521,1
RIO GRANDE DO SUL,496870.46875,51160,2
PARAÍBA,69040.328125,14752,1
PIAUÍ,26303.83203125,8177,1
CEARÁ,41914.27734375,12130,1
SANTA CATARINA,126825.78125,12134,2
SÃO PAULO,884417.375,46331,2
MATO GROSSO,166486,11257,2
TOCANTINS,35086.3125,4927,1
MARANHÃO,2000734.5,236691,1
PARANÁ,292894.5,32994,1
MINAS GERAIS,40111.55859375,7252,1
MINAS GERAIS,1786026.125,231607,1
MINAS GERAIS,17455.43164062,3072,1
MINAS GERAIS,22728.75585938,3600,1
RIO GRANDE DO SUL,142915.875,14253,2
PARÁ,604472.25,127848,1
RIO GRANDE DO SUL,22020.046875,2038,2
MATO GROSSO,193655.09375,14523,2
PARANÁ,530300.625,19277,3
CEARÁ,31789186,2505552,2
SANTA CATARINA,44152.43359375,2456,2
RIO GRANDE DO SUL,139793.515625,7165,2
GOIÁS,271639.34375,16559,2
MARANHÃO,83674.0859375,10701,1
MINAS GERAIS,283207.6875,11571,3
RIO GRANDE DO SUL,4499416,257746,2
BAHIA,100709.2734375,24569,1
PARÁ,42977.30078125,11923,1
PERNAMBUCO,122558.078125,31086,1
MINAS GERAIS,43127.42578125,4991,1
SÃO PAULO,52995.9609375,2789,2
RIO GRANDE DO SUL,52355.99609375,2607,2
SERGIPE,182475.3125,38850,1
SÃO PAULO,145942.484375,19585,1
SÃO PAULO,406439.09375,22323,2
ALAGOAS,31372.484375,11127,1
RONDÔNIA,89956.921875,3290,3
MARANHÃO,63821.51171875,16325,1
RIO DE JANEIRO,25747558,872762,3
PARANÁ,122119.8359375,12306,2
MATO GROSSO DO SUL,230821.453125,19390,2
SERGIPE,118739.953125,21397,1
MINAS GERAIS,37185.7265625,6821,1
SERGIPE,103898.78125,19890,1
MINAS GERAIS,262747.75,11865,2
GOIÁS,63981.1328125,5528,2
PIAUÍ,9977.36425781,3037,1
SÃO PAULO,425249.71875,30849,2
MINAS GERAIS,88027,6228,2
MINAS GERAIS,21192.48828125,4980,1
PARANÁ,65388.59765625,7449,1
MARANHÃO,100919.5859375,25837,1
AMAZONAS,94013,30351,1
BAHIA,135027.5,17923,1
SANTA CATARINA,27063.52929688,1787,2
BAHIA,1888228.125,52054,3
BAHIA,12158915,234558,3
RIO GRANDE DO SUL,134769.140625,4375,3
BAHIA,338606.15625,61490,1
GOIÁS,28725.76757812,3806,1
MINAS GERAIS,64725.09375,8514,1
MINAS GERAIS,17727.66210938,4655,1
SÃO PAULO,23322.51171875,1909,2
BAHIA,248541.796875,40524,1
CEARÁ,392364.25,80447,1
GOIÁS,17579.0234375,1865,1
RIO DE JANEIRO,532311.375,35730,2
CEARÁ,106628.1953125,25263,1
RIO GRANDE DO NORTE,48400.60546875,8029,1
CEARÁ,159949.25,36536,1
MINAS GERAIS,32525.99804688,3079,2
MINAS GERAIS,136152.84375,32461,1
PARANÁ,65769.6796875,12040,1
PARANÁ,83953.4140625,6145,2
RIO GRANDE DO SUL,78385.8828125,3678,2
AMAZONAS,78535.7421875,14705,1
BAHIA,835156.6875,88768,1
RIO GRANDE DO SUL,23237.73828125,2659,1
MINAS GERAIS,286319.625,6671,3
RIO GRANDE DO SUL,71322.4453125,4999,2
MINAS GERAIS,337752.53125,26862,2
SANTA CATARINA,128429.40625,11677,2
RIO GRANDE DO SUL,555140.3125,26421,2
BAHIA,78535.03125,20870,1
MINAS GERAIS,20812.99609375,5335,1
SÃO PAULO,48048.41796875,4909,2
RONDÔNIA,489898.8125,40762,2
ALAGOAS,73514.7890625,23294,1
BAHIA,30380.33398438,6562,1
MARANHÃO,80588.1328125,19104,1
SÃO PAULO,3698098,248722,2
SANTA CATARINA,49147.94921875,3281,2
MINAS GERAIS,2845814,263274,2
BAHIA,43417.87109375,12821,1
RIO GRANDE DO SUL,25530.92382812,1505,2
SÃO PAULO,44993.55078125,7699,1
RIO GRANDE DO NORTE,30413.1796875,5953,1
RIO GRANDE DO SUL,2099846.25,97916,2
MATO GROSSO,37953.6953125,2944,2
BAHIA,48729.01953125,14609,1
PARAÍBA,14722.625,3604,1
GOIÁS,22239.45703125,3683,1
MINAS GERAIS,101647.859375,6301,2
PIAUÍ,81977.6875,26681,1
ALAGOAS,30603.25585938,7510,1
AMAZONAS,239006.1875,46773,1
PERNAMBUCO,267400.34375,49372,1
TOCANTINS,17881.96875,1914,1
RIO GRANDE DO SUL,188084.265625,16301,2
MINAS GERAIS,173165.03125,4871,3
MARANHÃO,117996.625,39622,1
RIO GRANDE DO NORTE,48088.0234375,10954,1
GOIÁS,31861.68945312,3946,1
SÃO PAULO,54916.61328125,5505,2
RIO GRANDE DO NORTE,17381.98242188,4042,1
MINAS GERAIS,475813.28125,28296,2
RIO GRANDE DO SUL,46183.6484375,3693,2
PARANÁ,174329.203125,23501,1
MARANHÃO,215696.484375,38934,1
RIO GRANDE DO SUL,144975.21875,9794,2
BAHIA,57215.6796875,14788,1
MARANHÃO,90368.515625,16236,1
RIO GRANDE DO SUL,63773.171875,2671,3
RIO GRANDE DO SUL,83060.3828125,7301,2
RIO DE JANEIRO,10800670,479384,3
MARANHÃO,1120221.375,83617,2
BAHIA,50579.9765625,15427,1
PERNAMBUCO,50748.40234375,9780,1
MINAS GERAIS,27067.94140625,4762,1
PARÁ,69502.9765625,27825,1
RIO GRANDE DO NORTE,29558.55664062,7245,1
SANTA CATARINA,138512.796875,8929,2
MARANHÃO,52123.2421875,11642,1
RIO GRANDE DO SUL,563392.4375,55473,2
MINAS GERAIS,326565.71875,26365,2
MARANHÃO,59457.3125,19564,1
MINAS GERAIS,13151.90039062,2712,1
RONDÔNIA,102527.7109375,5736,2
SÃO PAULO,87492.9765625,9007,2
GOIÁS,132794.640625,8235,2
MATO GROSSO,1813363.25,114051,2
TOCANTINS,226778.234375,8079,3
PARANÁ,35101.26953125,3777,1
MINAS GERAIS,85513.75,8685,2
SANTA CATARINA,117229.25,12704,1
MINAS GERAIS,1224195.625,85838,2
MARANHÃO,75123.78125,12291,1
GOIÁS,89004.4453125,5318,2
MATO GROSSO,18348.640625,2325,1
RIO GRANDE DO NORTE,92027.8671875,9886,1
ALAGOAS,19754.61328125,5525,1
PIAUÍ,21993.23242188,5831,1
RIO GRANDE DO SUL,34917.92578125,3079,2
MINAS GERAIS,16774.27734375,2656,1
PARÁ,221262.140625,55900,1
RIO GRANDE DO NORTE,24485.14453125,5399,1
RIO GRANDE DO NORTE,54598.9765625,13718,1
CEARÁ,22142.4765625,5991,1
SANTA CATARINA,55484.09375,5126,2
PARANÁ,312743.09375,26591,2
RIO GRANDE DO SUL,55098.28515625,4315,2
RONDÔNIA,83712.1875,4802,2
BAHIA,127462.8515625,20537,1
CEARÁ,47258.05078125,18010,1
ESPIRITO SANTO,2193130.75,20226,4
BAHIA,53721.9609375,16215,1
SÃO PAULO,240654.0625,9527,3
RIO GRANDE DO SUL,527789.875,19059,3
PERNAMBUCO,54776.1953125,17484,1
PARÁ,156092.75,57003,1
BAHIA,45652.41796875,12665,1
PARANÁ,116140.796875,11246,2
MATO GROSSO,44930.54296875,5208,1
PERNAMBUCO,98738.21875,25603,1
SÃO PAULO,163077.953125,14876,2
MATO GROSSO,53055.69140625,5475,2
ESPIRITO SANTO,109372.296875,12743,1
SANTA CATARINA,911398.5,57324,2
SÃO PAULO,889695.1875,51090,2
PARAÍBA,40716.37109375,11142,1
MINAS GERAIS,61587.046875,3435,2
PARANÁ,64582.859375,6320,2
MINAS GERAIS,28930.48242188,5811,1
AMAZONAS,202045.265625,41885,1
PARANÁ,145827.890625,13238,2
PARAÍBA,12397.72070312,3314,1
TOCANTINS,30794.62890625,3127,2
CEARÁ,331236.40625,75249,1
PERNAMBUCO,52088.41796875,12441,1
RIO DE JANEIRO,199012.96875,19902,2
CEARÁ,98834.7265625,26417,1
GOIÁS,82438.8828125,12855,1
PARAÍBA,14049.64453125,3834,1
RIO GRANDE DO SUL,82017.515625,5736,2
PARANÁ,75293.65625,10861,1
RIO GRANDE DO SUL,143841.15625,8399,2
SÃO PAULO,172769.0625,16341,2
PIAUÍ,14816.15527344,4192,1
GOIÁS,299434.40625,41772,1
BAHIA,57266.8359375,16365,1
RIO GRANDE DO SUL,53447.82421875,4526,2
MINAS GERAIS,52582.87109375,6210,1
MINAS GERAIS,32274.11328125,7024,1
RIO GRANDE DO SUL,323488.78125,17772,2
MINAS GERAIS,27938.48632812,4077,1
PARANÁ,382881.75,21789,2
MINAS GERAIS,597007.375,36150,2
BAHIA,109688.2421875,26616,1
PARAÍBA,65828.1484375,5908,2
MINAS GERAIS,817722,43832,2
RIO GRANDE DO NORTE,10369581,806203,2
PIAUÍ,41034.5625,14147,1
ESPIRITO SANTO,308253.09375,32455,1
PERNAMBUCO,38045.48828125,10838,1
PARANÁ,107584.8203125,15548,1
GOIÁS,13104.99804688,2296,1
MINAS GERAIS,127486.65625,13109,2
PARAÍBA,24638.578125,5045,1
BAHIA,26372.31835938,9826,1
GOIÁS,17035.70117188,3678,1
SERGIPE,38105.6328125,8906,1
MARANHÃO,99755.2421875,32872,1
BAHIA,30036.10546875,12307,1
RIO GRANDE DO SUL,114727.6875,3931,3
PARAÍBA,34446.609375,9581,1
MARANHÃO,65418.3046875,22020,1
BAHIA,96737.9765625,29874,1
PIAUÍ,58005.26171875,14167,1
SANTA CATARINA,101460,10168,2
MINAS GERAIS,106150.0234375,20099,1
BAHIA,42329.94140625,10364,1
MATO GROSSO,382745.5625,25922,2
CEARÁ,31351.3984375,9857,1
RIO GRANDE DO NORTE,71593.453125,11707,1
MARANHÃO,79900.609375,22086,1
SÃO PAULO,107210.8046875,7149,2
MINAS GERAIS,58693.7109375,12957,1
AMAZONAS,32970.34765625,9268,1
MATO GROSSO,51665.796875,5659,1
ALAGOAS,15055.91699219,4131,1
MINAS GERAIS,177288.109375,26160,1
MINAS GERAIS,113550.8984375,13244,1
MINAS GERAIS,11832.640625,1687,1
SÃO PAULO,26578.25976562,1122,3
MINAS GERAIS,499249.78125,44265,2
RIO GRANDE DO SUL,409361.71875,30423,2
BAHIA,33876.703125,10546,1
SÃO PAULO,203091,18607,2
